timestamp,datetime,hour,day_of_week,running_jobs,waiting_jobs,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing,energy,wattmin,epower,utilization_rate
38882.0,2025-01-01 10:48:02.000000,10,2,2,0,0.0,0.0,0.0,461.0,39.0,4860277671.014553,125000.0,128000.0,0.078
38882.954975,2025-01-01 10:48:02.954975,10,2,1,0,0.0,0.0,0.0,461.0,39.0,4860277671.014553,125000.0,128000.0,0.078
38883.524408,2025-01-01 10:48:03.524408,10,2,0,0,0.0,0.0,0.0,461.0,39.0,4860277671.014553,125000.0,128000.0,0.078
39088.0,2025-01-01 10:51:28.000000,10,2,1,0,0.0,0.0,0.0,453.0,47.0,4886028148.65693,125000.0,125000.0,0.094
39089.897495,2025-01-01 10:51:29.897495,10,2,0,0,0.0,0.0,0.0,453.0,47.0,4886028148.65693,125000.0,125000.0,0.094
39297.0,2025-01-01 10:54:57.000000,10,2,1,0,0.0,0.0,0.0,496.0,4.0,4912154024.554269,125000.0,125000.0,0.008
39297.728119,2025-01-01 10:54:57.728119,10,2,0,0,0.0,0.0,0.0,496.0,4.0,4912154024.554269,125000.0,125000.0,0.008
39459.0,2025-01-01 10:57:39.000000,10,2,2,0,0.0,0.0,0.0,455.0,45.0,4932404053.158953,125000.0,125000.0,0.09
39459.0,2025-01-01 10:57:39.000000,10,2,2,0,0.0,0.0,0.0,455.0,45.0,4932404053.158965,125000.0,128000.0,0.09
39459.845881,2025-01-01 10:57:39.845881,10,2,1,0,0.0,0.0,0.0,455.0,45.0,4932404053.158965,125000.0,128000.0,0.09
39460.151144,2025-01-01 10:57:40.151144,10,2,0,0,0.0,0.0,0.0,455.0,45.0,4932404053.158965,125000.0,128000.0,0.09
39552.0,2025-01-01 10:59:12.000000,10,2,1,0,0.0,0.0,0.0,487.0,13.0,4944029459.987538,125000.0,125000.0,0.026
39552.747716000005,2025-01-01 10:59:12.747716,10,2,0,0,0.0,0.0,0.0,487.0,13.0,4944029459.987538,125000.0,125000.0,0.026
39688.0,2025-01-01 11:01:28.000000,11,2,2,0,0.0,0.0,0.0,456.0,44.0,4961029555.454903,125000.0,125000.0,0.088
39688.0,2025-01-01 11:01:28.000000,11,2,2,0,0.0,0.0,0.0,456.0,44.0,4961029555.454915,125000.0,128000.0,0.088
39689.448425,2025-01-01 11:01:29.448425,11,2,1,0,0.0,0.0,0.0,456.0,44.0,4961029555.454915,125000.0,128000.0,0.088
39689.965363999996,2025-01-01 11:01:29.965364,11,2,0,0,0.0,0.0,0.0,456.0,44.0,4961029555.454915,125000.0,128000.0,0.088
39861.0,2025-01-01 11:04:21.000000,11,2,1,0,0.0,0.0,0.0,489.0,11.0,4982655394.618921,125000.0,125000.0,0.022
39862.756464,2025-01-01 11:04:22.756464,11,2,0,0,0.0,0.0,0.0,489.0,11.0,4982655394.618921,125000.0,125000.0,0.022
